debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,derived_sex,applicant_ethnicity-1,derived_race,co-applicant_ethnicity-1,applicant_sex_observed,action_taken,purchaser_type,preapproval,tract_minority_population_percent,loan_type,loan_purpose,tract_population,income,ffiec_msa_md_median_family_income,tract_median_age_of_housing_units,applicant_age,applicant_age_above_62,co-applicant_age_above_62,loan_amount,action_taken_final
>60%,4,10,Female,3.0,Race Not Available,5.0,2,3,0,2,0.0,1,1,0,39.0,72800,0,55-64,No,,155000.0,Denied
<20%,9,9,Joint,2.0,Black or African American,2.0,2,3,0,2,31.35,1,1,3646,61.0,72800,42,<25,No,No,25000.0,Denied
20%-<30%,4,10,Male,3.0,Race Not Available,5.0,2,3,0,2,0.0,1,1,0,74.0,72800,0,35-44,No,,85000.0,Denied
42,4,10,Female,2.0,American Indian or Alaska Native,5.0,2,3,0,2,39.48,1,1,3475,38.0,72800,25,<25,No,,15000.0,Denied
50%-60%,4,9,Joint,2.0,White,2.0,2,3,0,2,42.31,1,1,3912,34.0,72800,41,35-44,No,No,45000.0,Denied
45,4,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,68.0,72800,35,25-34,No,,75000.0,Denied
43,4,10,Female,2.0,White,5.0,2,3,0,2,15.12,1,1,2857,32.0,72800,49,65-74,Yes,,45000.0,Denied
,9,9,Joint,2.0,Joint,3.0,2,3,0,2,50.77,1,1,3498,,72800,25,25-34,No,No,95000.0,Denied
50%-60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,48.0,72800,42,55-64,No,,75000.0,Denied
>60%,4,9,Joint,2.0,Joint,3.0,2,3,0,2,50.77,1,1,3498,0.0,72800,25,25-34,No,No,95000.0,Denied
30%-<36%,4,9,Joint,2.0,Joint,2.0,2,3,0,2,29.59,1,1,4008,100.0,72800,42,55-64,No,No,75000.0,Denied
50%-60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,48.0,72800,42,55-64,No,,55000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,52.0,72800,47,<25,No,,145000.0,Denied
20%-<30%,4,9,Joint,2.0,White,2.0,2,3,0,2,17.17,1,1,6570,45.0,72800,35,45-54,No,No,25000.0,Denied
>60%,4,9,Joint,3.0,White,3.0,2,3,0,2,16.67,1,1,2405,31.0,72800,47,65-74,Yes,Yes,115000.0,Denied
30%-<36%,4,10,Female,2.0,White,5.0,2,3,0,2,69.04,1,32,4955,44.0,72800,29,25-34,No,,45000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,29.71,1,32,5708,40.0,72800,38,55-64,Yes,,25000.0,Denied
30%-<36%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,62.0,72800,0,25-34,No,,65000.0,Denied
41,9,10,Male,2.0,White,5.0,2,3,0,2,22.98,1,1,2924,25.0,72800,60,<25,No,,25000.0,Denied
30%-<36%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,0.0,1,1,0,57.0,72800,0,25-34,No,,55000.0,Denied
46,4,10,Female,2.0,White,5.0,2,3,0,2,17.11,1,1,7844,34.0,72800,23,25-34,No,,35000.0,Denied
50%-60%,4,10,Male,2.0,Race Not Available,5.0,2,3,0,2,63.09,1,1,2907,36.0,72800,30,25-34,No,,55000.0,Denied
,9,9,Joint,2.0,Asian,2.0,2,4,0,2,42.31,1,1,3912,86.0,72800,41,45-54,No,No,75000.0,Approved
48,4,10,Sex Not Available,3.0,White,5.0,2,3,0,2,46.72,1,1,2044,29.0,72800,40,55-64,No,,45000.0,Denied
30%-<36%,4,10,Male,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,32.0,72800,35,35-44,No,,15000.0,Denied
20%-<30%,9,10,Female,3.0,White,5.0,2,3,0,2,17.17,1,1,6570,34.0,72800,35,45-54,No,,15000.0,Denied
36,4,10,Female,2.0,White,5.0,2,3,0,2,30.13,1,1,6189,51.0,72800,24,25-34,No,,85000.0,Denied
>60%,4,9,Joint,3.0,Asian,3.0,2,3,0,2,42.31,1,1,3912,48.0,72800,41,45-54,No,No,75000.0,Denied
40,1,9,Joint,2.0,White,2.0,2,3,0,2,22.98,1,1,2924,25.0,72800,60,35-44,No,No,25000.0,Denied
43,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,39.0,72800,0,55-64,No,,35000.0,Denied
20%-<30%,4,9,Joint,2.0,Joint,2.0,2,3,0,2,0.0,1,1,0,67.0,72800,0,<25,No,No,45000.0,Denied
>60%,4,9,Joint,2.0,Joint,2.0,2,3,0,2,18.92,1,1,3609,31.0,72800,45,<25,No,No,95000.0,Denied
,9,10,Male,1.0,White,5.0,2,3,0,2,50.77,1,1,3498,,72800,25,45-54,No,,65000.0,Denied
,9,9,Female,2.0,White,2.0,2,3,0,2,22.77,1,1,1265,,72800,37,25-34,No,No,35000.0,Denied
42,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,47.0,72800,41,25-34,No,,55000.0,Denied
>60%,4,10,Male,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,29.0,72800,25,55-64,No,,75000.0,Denied
,9,10,Female,3.0,White,5.0,2,3,0,2,42.31,1,1,3912,,72800,41,25-34,No,,35000.0,Denied
<20%,4,9,Joint,2.0,White,2.0,2,3,0,2,39.48,1,1,3475,76.0,72800,25,<25,No,No,25000.0,Denied
,9,10,Male,2.0,2 or more minority races,5.0,2,3,0,2,16.67,1,1,2405,,72800,47,65-74,Yes,,85000.0,Denied
20%-<30%,4,9,Joint,2.0,White,2.0,2,3,0,2,30.13,1,1,6189,86.0,72800,24,35-44,No,No,85000.0,Denied
30%-<36%,4,10,Sex Not Available,2.0,Race Not Available,5.0,2,3,0,2,17.17,1,1,6570,52.0,72800,35,55-64,No,,35000.0,Denied
>60%,9,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,12.0,72800,0,35-44,No,,55000.0,Denied
<20%,4,9,Joint,2.0,Black or African American,2.0,2,3,0,2,40.24,1,1,2557,82.0,72800,24,25-34,No,No,65000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,51.0,72800,42,25-34,No,,65000.0,Denied
50%-60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,17.17,1,1,6570,45.0,72800,35,45-54,No,,25000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,31.0,72800,35,45-54,No,,35000.0,Denied
20%-<30%,4,9,Female,1.0,White,1.0,2,3,0,2,40.24,1,1,2557,122.0,72800,24,<25,No,No,25000.0,Denied
,9,10,Female,2.0,Black or African American,5.0,2,3,0,2,50.77,1,1,3498,,72800,25,25-34,No,,85000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,22.98,1,1,2924,23.0,72800,60,65-74,Yes,,55000.0,Denied
,9,10,Male,2.0,White,5.0,2,3,0,2,40.24,1,1,2557,,72800,24,55-64,No,,35000.0,Denied
>60%,4,9,Female,2.0,Joint,2.0,2,3,0,2,16.67,1,1,2405,55.0,72800,47,65-74,Yes,No,105000.0,Denied
,9,9,Female,2.0,White,5.0,2,4,0,2,50.77,1,1,3498,52.0,72800,25,35-44,No,,75000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,52.0,72800,25,35-44,No,,75000.0,Denied
50%-60%,4,9,Sex Not Available,3.0,Race Not Available,4.0,2,3,0,2,45.25,1,1,3169,,72800,62,35-44,No,,175000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,46.72,1,1,2044,53.0,72800,40,55-64,No,,35000.0,Denied
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,28.85,1,1,4540,38.0,72800,46,45-54,No,,25000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,42.31,1,1,3912,37.0,72800,41,45-54,No,,45000.0,Denied
39,4,10,Female,2.0,White,5.0,2,3,0,2,17.17,1,1,6570,41.0,72800,35,25-34,No,,15000.0,Denied
>60%,9,10,Female,3.0,White,5.0,2,3,0,2,22.98,1,1,2924,3.0,72800,60,45-54,No,,15000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,18.0,72800,0,45-54,No,,45000.0,Denied
20%-<30%,4,9,Female,2.0,White,2.0,2,3,0,2,0.0,1,1,0,50.0,72800,0,55-64,No,No,25000.0,Denied
,9,9,Sex Not Available,3.0,Black or African American,3.0,2,4,0,2,46.72,1,1,2044,99.0,72800,40,45-54,No,No,105000.0,Approved
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,19.32,1,1,2366,98.0,72800,23,25-34,No,,55000.0,Denied
50%-60%,9,9,Male,3.0,Race Not Available,3.0,2,3,0,2,22.98,1,1,2924,17.0,72800,60,25-34,No,No,25000.0,Denied
20%-<30%,4,9,Joint,2.0,White,2.0,2,3,0,2,0.0,1,1,0,65.0,72800,0,55-64,No,No,25000.0,Denied
37,4,10,Male,2.0,White,5.0,2,3,0,2,24.06,1,1,3541,42.0,72800,43,<25,No,,35000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,3,0,2,0.0,1,1,0,38.0,72800,0,25-34,No,,85000.0,Denied
>60%,9,10,Female,3.0,White,5.0,2,3,0,2,22.98,1,1,2924,15.0,72800,60,55-64,Yes,,25000.0,Denied
,9,10,Male,2.0,Black or African American,5.0,2,3,0,2,40.24,1,1,2557,,72800,24,25-34,No,,45000.0,Denied
,9,9,Joint,3.0,White,3.0,2,3,0,2,22.98,1,1,2924,,72800,60,>74,Yes,No,25000.0,Denied
47,4,10,Female,2.0,Race Not Available,5.0,2,3,0,2,22.98,1,1,2924,48.0,72800,60,65-74,Yes,,25000.0,Denied
>60%,4,9,Joint,2.0,White,2.0,2,3,0,2,50.77,1,1,3498,51.0,72800,25,35-44,No,No,135000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,50.77,1,1,3498,20.0,72800,25,35-44,No,,105000.0,Denied
30%-<36%,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,35.0,72800,41,45-54,No,,25000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,16.0,72800,42,25-34,No,,45000.0,Denied
50%-60%,4,9,Joint,2.0,White,2.0,2,3,0,2,18.92,1,1,3609,56.0,72800,45,45-54,No,No,95000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,40.24,1,1,2557,24.0,72800,24,>74,Yes,,25000.0,Denied
,9,9,Female,3.0,Black or African American,5.0,2,4,0,2,50.77,1,1,3498,67.0,72800,25,55-64,No,,75000.0,Approved
50%-60%,4,10,Male,2.0,Black or African American,5.0,2,3,0,2,40.44,1,1,5722,33.0,72800,44,>74,Yes,,75000.0,Denied
50%-60%,4,9,Joint,2.0,Black or African American,2.0,2,3,0,2,16.67,1,1,2405,47.0,72800,47,55-64,No,No,85000.0,Denied
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,29.59,1,1,4008,45.0,72800,42,35-44,No,,65000.0,Denied
>60%,4,10,Female,3.0,White,5.0,2,3,0,2,46.72,1,1,2044,35.0,72800,40,55-64,No,,95000.0,Denied
44,4,9,Joint,2.0,White,2.0,2,3,0,2,28.83,1,1,2511,41.0,72800,53,35-44,No,No,55000.0,Denied
30%-<36%,4,10,Female,3.0,White,5.0,2,1,9,2,29.59,1,1,4008,39.0,72800,42,55-64,No,,35000.0,Approved
>60%,4,9,Joint,2.0,White,2.0,2,3,0,2,46.72,1,1,2044,50.0,72800,40,65-74,Yes,Yes,145000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,42.31,1,1,3912,41.0,72800,41,45-54,No,,45000.0,Denied
50%-60%,4,10,Female,3.0,White,5.0,2,3,0,2,46.72,1,1,2044,26.0,72800,40,55-64,Yes,,55000.0,Denied
37,4,10,Female,1.0,White,5.0,2,3,0,2,40.24,1,1,2557,34.0,72800,24,<25,No,,25000.0,Denied
30%-<36%,4,10,Female,2.0,White,5.0,2,3,0,2,29.71,1,1,5708,70.0,72800,38,35-44,No,,85000.0,Denied
36,4,9,Male,2.0,White,2.0,2,3,0,2,29.59,1,1,4008,41.0,72800,42,55-64,No,No,55000.0,Denied
48,4,10,Female,2.0,White,5.0,2,3,0,2,19.0,1,1,5274,44.0,72800,29,25-34,No,,85000.0,Denied
>60%,4,9,Joint,2.0,White,2.0,2,3,0,2,42.31,1,1,3912,13.0,72800,41,25-34,No,No,45000.0,Denied
>60%,4,9,Female,2.0,White,2.0,2,3,0,2,63.09,1,1,2907,21.0,72800,30,35-44,No,No,85000.0,Denied
40,4,10,Female,2.0,White,5.0,2,1,0,2,28.83,1,1,2511,44.0,72800,53,35-44,No,,15000.0,Approved
>60%,4,10,Female,2.0,Asian,5.0,2,3,0,2,42.31,1,1,3912,12.0,72800,41,45-54,No,,75000.0,Denied
>60%,4,10,Male,3.0,Black or African American,5.0,2,3,0,2,50.77,1,1,3498,29.0,72800,25,<25,No,,85000.0,Denied
41,4,9,Joint,2.0,White,2.0,2,1,9,2,29.59,1,1,4008,41.0,72800,42,<25,No,No,85000.0,Approved
48,4,10,Male,2.0,White,5.0,2,1,9,2,29.59,1,1,4008,41.0,72800,42,25-34,No,,65000.0,Approved
44,4,10,Male,2.0,Black or African American,5.0,2,1,0,2,42.31,1,1,3912,42.0,72800,41,25-34,No,,45000.0,Approved
30%-<36%,4,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,65.0,72800,41,<25,No,No,45000.0,Approved
30%-<36%,4,9,Male,2.0,White,2.0,2,1,0,2,50.77,1,1,3498,69.0,72800,25,>74,Yes,No,95000.0,Approved
50%-60%,4,10,Male,2.0,White,5.0,2,1,0,2,16.67,1,1,2405,68.0,72800,47,<25,No,,55000.0,Approved
38,9,10,Male,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,33.0,72800,41,35-44,No,,45000.0,Approved
40,4,9,Joint,3.0,White,3.0,2,1,9,2,29.59,1,1,4008,63.0,72800,42,65-74,Yes,No,85000.0,Approved
50%-60%,4,10,Sex Not Available,3.0,Black or African American,5.0,2,1,0,2,46.72,1,1,2044,43.0,72800,40,45-54,No,,105000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,68.0,72800,41,55-64,No,,35000.0,Approved
>60%,4,9,Joint,2.0,Asian,2.0,2,3,0,2,42.31,1,1,3912,32.0,72800,41,45-54,No,No,65000.0,Denied
>60%,4,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,0.0,1,1,0,17.0,72800,0,<25,No,,75000.0,Denied
<20%,4,10,Male,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,67.0,72800,60,25-34,No,,15000.0,Approved
30%-<36%,4,10,Male,2.0,Black or African American,5.0,2,1,0,2,28.83,1,1,2511,45.0,72800,53,25-34,No,,55000.0,Approved
>60%,4,10,Male,3.0,Black or African American,5.0,2,3,0,2,28.83,1,1,2511,24.0,72800,53,25-34,No,,55000.0,Denied
30%-<36%,9,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,45.0,72800,41,<25,No,No,45000.0,Approved
40,4,9,Joint,2.0,White,2.0,2,1,0,2,28.83,1,1,2511,40.0,72800,53,<25,No,No,35000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,1,9,2,29.59,1,1,4008,48.0,72800,42,25-34,No,,55000.0,Approved
48,4,9,Joint,2.0,White,2.0,2,1,0,2,28.83,1,1,2511,37.0,72800,53,65-74,Yes,Yes,25000.0,Approved
50%-60%,4,10,Female,2.0,White,5.0,2,3,0,2,0.0,1,1,0,42.0,72800,0,35-44,No,,25000.0,Denied
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,28.83,1,1,2511,41.0,72800,53,<25,No,,45000.0,Denied
50%-60%,9,10,Female,3.0,White,5.0,2,3,0,2,22.98,1,1,2924,18.0,72800,60,55-64,No,,15000.0,Denied
39,4,9,Female,2.0,Black or African American,2.0,2,3,0,2,40.24,1,1,2557,64.0,72800,24,<25,No,No,45000.0,Denied
50%-60%,4,10,Male,2.0,White,5.0,2,1,0,2,50.77,1,1,3498,49.0,72800,25,35-44,No,,95000.0,Approved
20%-<30%,4,10,Female,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,45.0,72800,41,45-54,No,,25000.0,Approved
<20%,9,9,Joint,2.0,Joint,2.0,2,3,0,2,40.24,1,1,2557,81.0,72800,24,45-54,No,No,45000.0,Denied
20%-<30%,4,9,Female,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,55.0,72800,41,<25,No,No,45000.0,Approved
39,4,9,Joint,2.0,White,2.0,2,1,0,2,22.98,1,1,2924,83.0,72800,60,35-44,No,No,25000.0,Approved
30%-<36%,4,10,Male,2.0,White,5.0,2,1,0,2,28.83,1,1,2511,68.0,72800,53,25-34,No,,55000.0,Approved
45,4,10,Female,1.0,White,5.0,2,1,0,2,42.31,1,1,3912,42.0,72800,41,35-44,No,,45000.0,Approved
30%-<36%,4,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,48.0,72800,41,55-64,No,Yes,25000.0,Approved
48,4,10,Female,2.0,White,5.0,2,3,0,2,28.83,1,1,2511,40.0,72800,53,25-34,No,,85000.0,Denied
,9,9,Male,2.0,White,5.0,2,4,0,2,16.67,1,1,2405,65.0,72800,47,25-34,No,,105000.0,Approved
30%-<36%,4,9,Joint,2.0,White,2.0,2,1,0,2,50.77,1,1,3498,38.0,72800,25,65-74,Yes,Yes,35000.0,Approved
20%-<30%,4,10,Male,2.0,White,5.0,2,1,9,2,29.59,1,1,4008,103.0,72800,42,45-54,No,,25000.0,Approved
20%-<30%,4,10,Male,2.0,White,5.0,2,1,0,2,46.72,1,1,2044,112.0,72800,40,65-74,Yes,,65000.0,Approved
39,4,10,Female,2.0,Black or African American,5.0,2,1,9,2,29.59,1,1,4008,66.0,72800,42,55-64,No,,45000.0,Approved
50%-60%,4,10,Female,3.0,White,5.0,2,3,0,2,0.0,1,1,0,42.0,72800,0,55-64,No,,35000.0,Denied
39,4,9,Male,2.0,White,2.0,2,1,0,2,28.83,1,1,2511,61.0,72800,53,25-34,No,No,55000.0,Approved
30%-<36%,4,10,Male,2.0,White,5.0,2,1,0,2,15.12,1,1,2857,38.0,72800,49,65-74,Yes,,45000.0,Approved
20%-<30%,9,10,Female,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,34.0,72800,60,25-34,No,,15000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,14.93,1,1,4997,108.0,72800,48,55-64,Yes,No,95000.0,Approved
50%-60%,4,9,Joint,3.0,Race Not Available,3.0,2,1,0,2,50.77,1,1,3498,68.0,72800,25,25-34,No,No,85000.0,Approved
<20%,4,10,Male,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,109.0,72800,60,25-34,No,,15000.0,Approved
42,4,9,Joint,2.0,White,2.0,2,1,0,2,17.17,1,1,6570,30.0,72800,35,<25,No,No,25000.0,Approved
20%-<30%,4,9,Joint,2.0,White,2.0,2,1,0,2,11.33,1,1,7155,81.0,72800,62,55-64,No,No,45000.0,Approved
36,9,9,Female,2.0,White,2.0,2,1,0,2,18.92,1,1,3609,46.0,72800,45,35-44,No,Yes,85000.0,Approved
50%-60%,4,10,Female,2.0,White,5.0,2,1,0,2,16.67,1,1,2405,46.0,72800,47,35-44,No,,115000.0,Approved
49,4,9,Joint,3.0,White,3.0,2,1,0,2,22.98,1,1,2924,64.0,72800,60,55-64,Yes,Yes,25000.0,Approved
37,4,10,Male,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,52.0,72800,41,25-34,No,,25000.0,Approved
30%-<36%,9,10,Male,2.0,Black or African American,5.0,2,1,9,2,29.59,1,1,4008,70.0,72800,42,35-44,No,,45000.0,Approved
39,4,10,Female,2.0,White,5.0,2,1,0,2,16.67,1,1,2405,36.0,72800,47,25-34,No,,35000.0,Approved
44,4,10,Female,2.0,White,5.0,2,1,0,2,50.77,1,1,3498,35.0,72800,25,<25,No,,85000.0,Approved
>60%,4,10,Female,2.0,Black or African American,5.0,2,3,0,2,22.77,1,1,1265,20.0,72800,37,35-44,No,,45000.0,Denied
30%-<36%,1,10,Male,2.0,White,5.0,2,1,0,2,17.17,1,1,6570,32.0,72800,35,25-34,No,,15000.0,Approved
41,4,10,Female,3.0,White,5.0,2,1,0,2,29.71,1,1,5708,65.0,72800,38,55-64,No,,65000.0,Approved
30%-<36%,4,10,Male,2.0,White,5.0,2,1,0,2,28.83,1,1,2511,60.0,72800,53,45-54,No,,25000.0,Approved
47,4,9,Joint,2.0,White,2.0,2,1,0,2,16.67,1,1,2405,58.0,72800,47,35-44,No,No,85000.0,Approved
44,4,9,Joint,2.0,White,2.0,2,1,0,2,17.17,1,1,6570,68.0,72800,35,45-54,No,No,25000.0,Approved
44,4,9,Joint,2.0,White,2.0,2,1,0,2,17.17,1,1,6570,55.0,72800,35,35-44,No,No,45000.0,Approved
30%-<36%,9,10,Female,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,33.0,72800,41,45-54,No,,25000.0,Approved
47,4,10,Female,1.0,Race Not Available,5.0,2,1,0,2,42.31,1,1,3912,65.0,72800,41,25-34,No,,85000.0,Approved
,9,10,Sex Not Available,4.0,Race Not Available,5.0,3,1,0,2,11.33,1,1,7155,,72800,62,8888,,,55000.0,Approved
49,4,10,Male,2.0,White,5.0,2,1,0,2,50.77,1,1,3498,41.0,72800,25,<25,No,,95000.0,Approved
43,4,10,Female,2.0,White,5.0,2,1,9,2,29.59,1,1,4008,47.0,72800,42,35-44,No,,55000.0,Approved
20%-<30%,4,9,Joint,2.0,Joint,2.0,2,1,0,2,22.98,1,1,2924,52.0,72800,60,<25,No,No,45000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,1,0,2,46.72,1,1,2044,39.0,72800,40,55-64,Yes,,75000.0,Approved
20%-<30%,4,10,Male,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,49.0,72800,60,25-34,No,,25000.0,Approved
44,4,9,Joint,2.0,White,2.0,2,1,0,2,29.71,1,1,5708,43.0,72800,38,25-34,No,No,45000.0,Approved
44,4,9,Joint,2.0,White,2.0,2,1,0,2,63.09,1,1,2907,58.0,72800,30,25-34,No,No,55000.0,Approved
49,4,10,Male,3.0,Race Not Available,5.0,2,3,0,2,22.98,1,1,2924,31.0,72800,60,55-64,No,,25000.0,Denied
39,4,10,Female,2.0,White,5.0,2,1,0,2,42.31,1,1,3912,52.0,72800,41,35-44,No,,45000.0,Approved
49,4,10,Female,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,24.0,72800,60,<25,No,,25000.0,Approved
50%-60%,4,10,Female,3.0,White,5.0,2,1,0,2,22.98,1,1,2924,41.0,72800,60,45-54,No,,25000.0,Approved
49,4,10,Male,3.0,White,5.0,2,1,0,2,30.29,1,1,1370,38.0,72800,54,<25,No,,35000.0,Approved
37,4,10,Female,2.0,Black or African American,5.0,2,1,0,2,11.33,1,1,7155,43.0,72800,62,55-64,No,,35000.0,Approved
30%-<36%,4,10,Female,2.0,Black or African American,5.0,2,1,0,2,63.09,1,1,2907,39.0,72800,30,65-74,Yes,,35000.0,Approved
>60%,4,10,Female,2.0,White,5.0,2,3,0,2,16.67,1,1,2405,32.0,72800,47,45-54,No,,95000.0,Denied
30%-<36%,4,9,Male,2.0,White,2.0,2,1,0,2,29.71,1,1,5708,55.0,72800,38,25-34,No,No,35000.0,Approved
46,4,10,Female,2.0,White,5.0,2,1,0,2,50.77,1,1,3498,45.0,72800,25,25-34,No,,95000.0,Approved
20%-<30%,4,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,71.0,72800,41,25-34,No,No,25000.0,Approved
44,4,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,42.0,72800,41,<25,No,No,45000.0,Approved
44,4,9,Joint,2.0,Black or African American,2.0,2,1,0,2,16.67,1,1,2405,124.0,72800,47,>74,Yes,No,95000.0,Approved
30%-<36%,4,10,Female,11.0,American Indian or Alaska Native,5.0,2,1,0,2,28.83,1,1,2511,42.0,72800,53,45-54,No,,55000.0,Approved
50%-60%,4,9,Female,1.0,Joint,1.0,2,1,0,2,30.13,1,1,6189,51.0,72800,24,25-34,No,Yes,65000.0,Approved
39,4,10,Male,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,31.0,72800,60,35-44,No,,25000.0,Approved
50%-60%,4,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,60.0,72800,41,25-34,No,No,75000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,1,0,2,46.72,1,1,2044,60.0,72800,40,55-64,No,,115000.0,Approved
20%-<30%,4,9,Sex Not Available,3.0,Race Not Available,3.0,2,1,0,2,50.77,1,1,3498,87.0,72800,25,45-54,No,No,95000.0,Approved
43,4,10,Female,3.0,Black or African American,5.0,2,1,9,2,40.44,1,1,5722,57.0,72800,44,55-64,No,,55000.0,Approved
20%-<30%,4,10,Male,2.0,Black or African American,5.0,2,1,0,2,22.98,1,1,2924,45.0,72800,60,25-34,No,,15000.0,Approved
50%-60%,4,9,Female,2.0,White,2.0,2,3,0,2,50.77,1,1,3498,55.0,72800,25,35-44,No,Yes,55000.0,Denied
36,4,9,Joint,2.0,White,2.0,2,1,0,2,17.17,1,1,6570,53.0,72800,35,<25,No,No,35000.0,Approved
<20%,4,10,Male,2.0,White,5.0,2,1,9,2,29.59,1,1,4008,73.0,72800,42,65-74,Yes,,35000.0,Approved
43,4,10,Female,2.0,White,5.0,2,1,0,2,46.72,1,1,2044,27.0,72800,40,65-74,Yes,,35000.0,Approved
36,4,9,Female,3.0,White,3.0,2,1,0,2,22.98,1,1,2924,36.0,72800,60,55-64,No,Yes,25000.0,Approved
50%-60%,4,10,Female,2.0,Black or African American,5.0,2,1,0,2,50.77,1,1,3498,45.0,72800,25,25-34,No,,105000.0,Approved
20%-<30%,9,9,Joint,2.0,White,2.0,2,3,0,2,42.31,1,1,3912,47.0,72800,41,25-34,No,No,45000.0,Denied
50%-60%,4,9,Joint,3.0,White,3.0,2,1,0,2,22.98,1,1,2924,55.0,72800,60,>74,Yes,No,35000.0,Approved
37,4,10,Male,3.0,Race Not Available,5.0,2,1,0,2,29.71,1,1,5708,50.0,72800,38,65-74,Yes,,65000.0,Approved
49,4,10,Female,2.0,White,5.0,2,1,0,2,31.35,1,1,3646,25.0,72800,42,55-64,No,,35000.0,Approved
,9,10,Sex Not Available,4.0,Race Not Available,5.0,3,1,0,2,11.33,1,1,7155,,72800,62,8888,,,55000.0,Approved
,9,10,Sex Not Available,4.0,Race Not Available,5.0,3,1,0,2,11.33,1,1,7155,,72800,62,8888,,,55000.0,Approved
40,4,10,Female,2.0,White,5.0,2,1,0,2,22.98,1,1,2924,39.0,72800,60,45-54,No,,25000.0,Approved
30%-<36%,4,10,Female,2.0,White,5.0,2,1,0,2,50.77,1,1,3498,68.0,72800,25,45-54,No,,65000.0,Approved
20%-<30%,9,9,Joint,2.0,White,2.0,2,1,0,2,42.31,1,1,3912,56.0,72800,41,<25,No,No,35000.0,Approved
20%-<30%,4,9,Joint,3.0,Race Not Available,3.0,2,1,0,2,18.92,1,1,3609,57.0,72800,45,45-54,No,No,45000.0,Approved
39,4,9,Joint,2.0,White,2.0,2,1,0,2,29.71,1,1,5708,59.0,72800,38,35-44,No,No,55000.0,Approved
42,4,10,Male,2.0,Black or African American,5.0,2,1,0,2,42.31,1,1,3912,39.0,72800,41,25-34,No,,45000.0,Approved
